minute,result,X,Y,xG,player,h_a,situation,season,shotType,h_team,a_team,h_goals,a_goals,date,player_assisted,lastAction
56,Goal,0.986999969,0.46,0.936432004,Mohamed Salah,a,OpenPlay,2017,LeftFoot,Watford,Liverpool,3,3,2017-08-12 12:30:00,Roberto Firmino,Rebound
70,MissedShots,0.841999969,0.313999996,0.038231701,Mohamed Salah,a,OpenPlay,2017,LeftFoot,Watford,Liverpool,3,3,2017-08-12 12:30:00,Alberto Moreno,Chipped
76,MissedShots,0.914000015,0.317999992,0.0802029,Mohamed Salah,a,OpenPlay,2017,RightFoot,Watford,Liverpool,3,3,2017-08-12 12:30:00,Sadio Man√,Pass
81,SavedShot,0.903000031,0.602999992,0.025692901,Mohamed Salah,h,OpenPlay,2017,Head,Liverpool,Crystal Palace,1,0,2017-08-19 15:00:00,Joseph Gomez,Aerial
90,SavedShot,0.821999969,0.36,0.035961099,Mohamed Salah,h,OpenPlay,2017,LeftFoot,Liverpool,Crystal Palace,1,0,2017-08-19 15:00:00,Joel Matip,TakeOn
9,SavedShot,0.963000031,0.462000008,0.609571993,Mohamed Salah,h,OpenPlay,2017,RightFoot,Liverpool,Arsenal,4,0,2017-08-27 16:00:00,Emre Can,Cross
24,SavedShot,0.878000031,0.355,0.074935101,Mohamed Salah,h,OpenPlay,2017,LeftFoot,Liverpool,Arsenal,4,0,2017-08-27 16:00:00,Georginio Wijnaldum,Chipped
53,SavedShot,0.913000031,0.34,0.368956,Mohamed Salah,h,OpenPlay,2017,LeftFoot,Liverpool,Arsenal,4,0,2017-08-27 16:00:00,,BallRecovery
56,Goal,0.865,0.569000015,0.46628499,Mohamed Salah,h,OpenPlay,2017,LeftFoot,Liverpool,Arsenal,4,0,2017-08-27 16:00:00,,BallRecovery
90,SavedShot,0.954000015,0.709000015,0.087686002,Mohamed Salah,h,OpenPlay,2017,LeftFoot,Liverpool,Arsenal,4,0,2017-08-27 16:00:00,James Milner,Chipped
30,SavedShot,0.891999969,0.320999985,0.305673003,Mohamed Salah,a,OpenPlay,2017,LeftFoot,Manchester City,Liverpool,5,0,2017-09-09 12:30:00,Sadio Man√,Throughball
20,MissedShots,0.973000031,0.382000008,0.0261855,Mohamed Salah,h,OpenPlay,2017,Head,Liverpool,Burnley,1,1,2017-09-16 15:00:00,Daniel Sturridge,Chipped
29,Goal,0.883000031,0.605999985,0.067148097,Mohamed Salah,h,OpenPlay,2017,LeftFoot,Liverpool,Burnley,1,1,2017-09-16 15:00:00,Emre Can,Chipped
36,SavedShot,0.899000015,0.377000008,0.083209001,Mohamed Salah,h,OpenPlay,2017,LeftFoot,Liverpool,Burnley,1,1,2017-09-16 15:00:00,Roberto Firmino,BallTouch
36,BlockedShot,0.765999985,0.325999985,0.021746799,Mohamed Salah,h,OpenPlay,2017,LeftFoot,Liverpool,Burnley,1,1,2017-09-16 15:00:00,James Milner,Pass
43,SavedShot,0.783000031,0.288999996,0.0202091,Mohamed Salah,h,OpenPlay,2017,LeftFoot,Liverpool,Burnley,1,1,2017-09-16 15:00:00,Roberto Firmino,Pass
89,SavedShot,0.875,0.316000004,0.051895998,Mohamed Salah,h,OpenPlay,2017,LeftFoot,Liverpool,Burnley,1,1,2017-09-16 15:00:00,Daniel Sturridge,Pass
12,MissedShots,0.896999969,0.500999985,0.391885996,Mohamed Salah,a,OpenPlay,2017,LeftFoot,Leicester,Liverpool,2,3,2017-09-23 17:30:00,,Rebound
14,Goal,0.97,0.405999985,0.093166798,Mohamed Salah,a,OpenPlay,2017,Head,Leicester,Liverpool,2,3,2017-09-23 17:30:00,Philippe Coutinho,Cross
65,BlockedShot,0.875,0.417999992,0.109497003,Mohamed Salah,a,OpenPlay,2017,RightFoot,Leicester,Liverpool,2,3,2017-09-23 17:30:00,Philippe Coutinho,Pass
66,BlockedShot,0.905999985,0.587999992,0.130230993,Mohamed Salah,a,OpenPlay,2017,LeftFoot,Leicester,Liverpool,2,3,2017-09-23 17:30:00,Alberto Moreno,Pass
49,MissedShots,0.865,0.545999985,0.322254002,Mohamed Salah,a,OpenPlay,2017,LeftFoot,Newcastle United,Liverpool,1,1,2017-10-01 16:30:00,,Rebound
33,MissedShots,0.885,0.447999992,0.090761997,Mohamed Salah,h,FromCorner,2017,LeftFoot,Liverpool,Manchester United,0,0,2017-10-14 12:30:00,,Rebound
40,SavedShot,0.85,0.417000008,0.0845071,Mohamed Salah,h,OpenPlay,2017,LeftFoot,Liverpool,Manchester United,0,0,2017-10-14 12:30:00,Roberto Firmino,Pass
66,MissedShots,0.810999985,0.430999985,0.061280299,Mohamed Salah,h,OpenPlay,2017,LeftFoot,Liverpool,Manchester United,0,0,2017-10-14 12:30:00,Jordan Henderson,TakeOn
75,MissedShots,0.718000031,0.457999992,0.0175649,Mohamed Salah,h,OpenPlay,2017,LeftFoot,Liverpool,Manchester United,0,0,2017-10-14 12:30:00,Jordan Henderson,Pass
23,Goal,0.889000015,0.362999992,0.27068001,Mohamed Salah,a,OpenPlay,2017,RightFoot,Tottenham,Liverpool,4,1,2017-10-22 16:00:00,Jordan Henderson,Chipped
27,SavedShot,0.959000015,0.315,0.0170273,Mohamed Salah,a,OpenPlay,2017,Head,Tottenham,Liverpool,4,1,2017-10-22 16:00:00,Philippe Coutinho,Chipped
77,SavedShot,0.906999969,0.435999985,0.117766999,Mohamed Salah,a,OpenPlay,2017,LeftFoot,Tottenham,Liverpool,4,1,2017-10-22 16:00:00,Alex Oxlade-Chamberlain,Pass
26,SavedShot,0.859000015,0.415999985,0.085980803,Mohamed Salah,h,OpenPlay,2017,LeftFoot,Liverpool,Huddersfield,3,0,2017-10-28 15:00:00,Roberto Firmino,Pass
41,SavedShot,0.885,0.5,0.761169016,Mohamed Salah,h,Penalty,2017,LeftFoot,Liverpool,Huddersfield,3,0,2017-10-28 15:00:00,,Standard
62,SavedShot,0.855999985,0.520999985,0.113851003,Mohamed Salah,h,OpenPlay,2017,LeftFoot,Liverpool,Huddersfield,3,0,2017-10-28 15:00:00,Roberto Firmino,Pass
20,Goal,0.891999969,0.429000015,0.474151999,Mohamed Salah,a,OpenPlay,2017,LeftFoot,West Ham,Liverpool,1,4,2017-11-04 17:30:00,Sadio Man√,Pass
75,Goal,0.880999985,0.679000015,0.078967199,Mohamed Salah,a,OpenPlay,2017,LeftFoot,West Ham,Liverpool,1,4,2017-11-04 17:30:00,Sadio Man√,Pass
80,SavedShot,0.855,0.472000008,0.121258996,Mohamed Salah,a,OpenPlay,2017,LeftFoot,West Ham,Liverpool,1,4,2017-11-04 17:30:00,Alex Oxlade-Chamberlain,Pass
8,BlockedShot,0.899000015,0.360999985,0.063930899,Mohamed Salah,h,OpenPlay,2017,LeftFoot,Liverpool,Southampton,3,0,2017-11-18 15:00:00,,Rebound
9,MissedShots,0.901999969,0.482000008,0.111722998,Mohamed Salah,h,OpenPlay,2017,LeftFoot,Liverpool,Southampton,3,0,2017-11-18 15:00:00,Sadio Man√,Cross
30,Goal,0.809000015,0.292999992,0.024756899,Mohamed Salah,h,OpenPlay,2017,LeftFoot,Liverpool,Southampton,3,0,2017-11-18 15:00:00,Georginio Wijnaldum,Pass
40,Goal,0.915,0.579000015,0.410335988,Mohamed Salah,h,OpenPlay,2017,LeftFoot,Liverpool,Southampton,3,0,2017-11-18 15:00:00,Philippe Coutinho,Throughball
51,BlockedShot,0.85,0.643000031,0.037565399,Mohamed Salah,h,FromCorner,2017,LeftFoot,Liverpool,Southampton,3,0,2017-11-18 15:00:00,,None
1,BlockedShot,0.795999985,0.327000008,0.026797401,Mohamed Salah,h,OpenPlay,2017,LeftFoot,Liverpool,Chelsea,1,1,2017-11-25 17:30:00,Daniel Sturridge,Pass
9,MissedShots,0.758000031,0.445999985,0.0219422,Mohamed Salah,h,OpenPlay,2017,LeftFoot,Liverpool,Chelsea,1,1,2017-11-25 17:30:00,Daniel Sturridge,Pass
26,BlockedShot,0.916999969,0.38,0.113325998,Mohamed Salah,h,OpenPlay,2017,LeftFoot,Liverpool,Chelsea,1,1,2017-11-25 17:30:00,,TakeOn
40,MissedShots,0.790999985,0.347999992,0.0284603,Mohamed Salah,h,OpenPlay,2017,LeftFoot,Liverpool,Chelsea,1,1,2017-11-25 17:30:00,James Milner,Pass
49,BlockedShot,0.913000031,0.710999985,0.022450199,Mohamed Salah,h,FromCorner,2017,LeftFoot,Liverpool,Chelsea,1,1,2017-11-25 17:30:00,Joel Matip,HeadPass
64,Goal,0.9,0.454000015,0.449708998,Mohamed Salah,h,OpenPlay,2017,RightFoot,Liverpool,Chelsea,1,1,2017-11-25 17:30:00,Alex Oxlade-Chamberlain,Pass
90,SavedShot,0.811999969,0.479000015,0.039821301,Mohamed Salah,h,OpenPlay,2017,LeftFoot,Liverpool,Chelsea,1,1,2017-11-25 17:30:00,James Milner,HeadPass
76,Goal,0.93,0.617999992,0.310907006,Mohamed Salah,a,OpenPlay,2017,LeftFoot,Stoke,Liverpool,0,3,2017-11-29 20:00:00,Sadio Man√,Chipped
82,Goal,0.906999969,0.474000015,0.567673981,Mohamed Salah,a,OpenPlay,2017,LeftFoot,Stoke,Liverpool,0,3,2017-11-29 20:00:00,,None
0,MissedShots,0.821999969,0.327999992,0.0353297,Mohamed Salah,a,OpenPlay,2017,LeftFoot,Brighton,Liverpool,1,5,2017-12-02 15:00:00,Trent Alexander-Arnold,Pass
3,BlockedShot,0.969000015,0.639000015,0.067161202,Mohamed Salah,a,OpenPlay,2017,LeftFoot,Brighton,Liverpool,1,5,2017-12-02 15:00:00,,None
64,SavedShot,0.88,0.447000008,0.104566999,Mohamed Salah,a,OpenPlay,2017,LeftFoot,Brighton,Liverpool,1,5,2017-12-02 15:00:00,,None
12,BlockedShot,0.859000015,0.34,0.0591725,Mohamed Salah,h,OpenPlay,2017,LeftFoot,Liverpool,Everton,1,1,2017-12-10 14:15:00,Sadio Man√,Pass
14,BlockedShot,0.865999985,0.297000008,0.041687202,Mohamed Salah,h,OpenPlay,2017,LeftFoot,Liverpool,Everton,1,1,2017-12-10 14:15:00,Sadio Man√,Pass
37,BlockedShot,0.745999985,0.544000015,0.019257899,Mohamed Salah,h,OpenPlay,2017,LeftFoot,Liverpool,Everton,1,1,2017-12-10 14:15:00,Sadio Man√,LayOff
41,Goal,0.91,0.307000008,0.063469499,Mohamed Salah,h,OpenPlay,2017,LeftFoot,Liverpool,Everton,1,1,2017-12-10 14:15:00,Joseph Gomez,TakeOn
44,BlockedShot,0.769000015,0.266000004,0.0207926,Mohamed Salah,h,OpenPlay,2017,LeftFoot,Liverpool,Everton,1,1,2017-12-10 14:15:00,Sadio Man√,Pass
48,MissedShots,0.939000015,0.560999985,0.363070995,Mohamed Salah,h,OpenPlay,2017,Head,Liverpool,Everton,1,1,2017-12-10 14:15:00,James Milner,Cross
54,MissedShots,0.818000031,0.432999992,0.033435501,Mohamed Salah,h,FromCorner,2017,LeftFoot,Liverpool,Everton,1,1,2017-12-10 14:15:00,Sadio Man√,Pass
41,BlockedShot,0.911999969,0.452000008,0.131828994,Mohamed Salah,h,OpenPlay,2017,LeftFoot,Liverpool,West Bromwich Albion,0,0,2017-12-13 20:00:00,,Rebound
56,MissedShots,0.925,0.519000015,0.448583007,Mohamed Salah,h,OpenPlay,2017,Head,Liverpool,West Bromwich Albion,0,0,2017-12-13 20:00:00,,None
11,MissedShots,0.875,0.395999985,0.070403203,Mohamed Salah,a,OpenPlay,2017,LeftFoot,Bournemouth,Liverpool,0,4,2017-12-17 16:30:00,Jordan Henderson,Chipped
21,MissedShots,0.833000031,0.312000008,0.040865101,Mohamed Salah,a,OpenPlay,2017,LeftFoot,Bournemouth,Liverpool,0,4,2017-12-17 16:30:00,Alex Oxlade-Chamberlain,Pass
42,SavedShot,0.909000015,0.465999985,0.563421011,Mohamed Salah,a,OpenPlay,2017,RightFoot,Bournemouth,Liverpool,0,4,2017-12-17 16:30:00,Philippe Coutinho,Throughball
43,Goal,0.915,0.425,0.229174003,Mohamed Salah,a,OpenPlay,2017,LeftFoot,Bournemouth,Liverpool,0,4,2017-12-17 16:30:00,Alex Oxlade-Chamberlain,TakeOn
43,SavedShot,0.86,0.415,0.350474,Mohamed Salah,a,OpenPlay,2017,LeftFoot,Arsenal,Liverpool,3,3,2017-12-22 19:45:00,,None
47,SavedShot,0.875999985,0.382999992,0.121533997,Mohamed Salah,a,OpenPlay,2017,RightFoot,Arsenal,Liverpool,3,3,2017-12-22 19:45:00,Sadio Man√,Pass
51,Goal,0.819000015,0.427999992,0.073205203,Mohamed Salah,a,OpenPlay,2017,LeftFoot,Arsenal,Liverpool,3,3,2017-12-22 19:45:00,Roberto Firmino,Pass
88,MissedShots,0.895999985,0.612000008,0.175126001,Mohamed Salah,a,OpenPlay,2017,LeftFoot,Arsenal,Liverpool,3,3,2017-12-22 19:45:00,Georginio Wijnaldum,TakeOn
25,BlockedShot,0.873000031,0.347000008,0.095678903,Mohamed Salah,h,OpenPlay,2017,LeftFoot,Liverpool,Swansea,5,0,2017-12-26 17:30:00,Georginio Wijnaldum,TakeOn
49,SavedShot,0.875999985,0.402000008,0.107871003,Mohamed Salah,h,OpenPlay,2017,LeftFoot,Liverpool,Swansea,5,0,2017-12-26 17:30:00,Roberto Firmino,Pass
55,MissedShots,0.869000015,0.47,0.100849003,Mohamed Salah,h,SetPiece,2017,LeftFoot,Liverpool,Swansea,5,0,2017-12-26 17:30:00,Philippe Coutinho,Pass
56,SavedShot,0.946999969,0.349000015,0.302037001,Mohamed Salah,h,OpenPlay,2017,RightFoot,Liverpool,Swansea,5,0,2017-12-26 17:30:00,Andrew Robertson,Throughball
6,MissedShots,0.913000031,0.534000015,0.444570988,Mohamed Salah,h,OpenPlay,2017,LeftFoot,Liverpool,Leicester,2,1,2017-12-30 15:00:00,Sadio Man√,Pass
10,BlockedShot,0.913000031,0.669000015,0.100954004,Mohamed Salah,h,OpenPlay,2017,LeftFoot,Liverpool,Leicester,2,1,2017-12-30 15:00:00,James Milner,Throughball
19,MissedShots,0.941999969,0.384000015,0.356667012,Mohamed Salah,h,OpenPlay,2017,LeftFoot,Liverpool,Leicester,2,1,2017-12-30 15:00:00,Roberto Firmino,Pass
51,Goal,0.88,0.504000015,0.430584013,Mohamed Salah,h,OpenPlay,2017,LeftFoot,Liverpool,Leicester,2,1,2017-12-30 15:00:00,Sadio Man√,TakeOn
58,MissedShots,0.906999969,0.347000008,0.311729014,Mohamed Salah,h,OpenPlay,2017,LeftFoot,Liverpool,Leicester,2,1,2017-12-30 15:00:00,Philippe Coutinho,Throughball
75,Goal,0.881999969,0.45,0.438389987,Mohamed Salah,h,OpenPlay,2017,LeftFoot,Liverpool,Leicester,2,1,2017-12-30 15:00:00,James Milner,TakeOn
3,BlockedShot,0.834000015,0.527000008,0.084096499,Mohamed Salah,h,OpenPlay,2017,LeftFoot,Liverpool,Manchester City,4,3,2018-01-14 16:00:00,Sadio Man√,Pass
14,MissedShots,0.951999969,0.374000015,0.275810003,Mohamed Salah,h,OpenPlay,2017,LeftFoot,Liverpool,Manchester City,4,3,2018-01-14 16:00:00,Roberto Firmino,TakeOn
38,SavedShot,0.815999985,0.273999996,0.031323601,Mohamed Salah,h,OpenPlay,2017,LeftFoot,Liverpool,Manchester City,4,3,2018-01-14 16:00:00,Georginio Wijnaldum,Pass
43,BlockedShot,0.800999985,0.320999985,0.026739299,Mohamed Salah,h,FromCorner,2017,LeftFoot,Liverpool,Manchester City,4,3,2018-01-14 16:00:00,Alex Oxlade-Chamberlain,Pass
55,SavedShot,0.851999969,0.33,0.031569101,Mohamed Salah,h,FromCorner,2017,LeftFoot,Liverpool,Manchester City,4,3,2018-01-14 16:00:00,,None
67,Goal,0.664000015,0.643000031,0.0115121,Mohamed Salah,h,OpenPlay,2017,LeftFoot,Liverpool,Manchester City,4,3,2018-01-14 16:00:00,,None
29,MissedShots,0.899000015,0.524000015,0.312128007,Mohamed Salah,a,OpenPlay,2017,LeftFoot,Swansea,Liverpool,1,0,2018-01-22 20:00:00,Virgil van Dijk,Chipped
53,MissedShots,0.790999985,0.555,0.035067301,Mohamed Salah,a,OpenPlay,2017,RightFoot,Swansea,Liverpool,1,0,2018-01-22 20:00:00,Georginio Wijnaldum,Pass
57,BlockedShot,0.851999969,0.337000008,0.0428342,Mohamed Salah,a,OpenPlay,2017,LeftFoot,Swansea,Liverpool,1,0,2018-01-22 20:00:00,,Rebound
59,SavedShot,0.776999969,0.610999985,0.0762017,Mohamed Salah,a,DirectFreekick,2017,LeftFoot,Swansea,Liverpool,1,0,2018-01-22 20:00:00,,Standard
92,MissedShots,0.949000015,0.32,0.060070802,Mohamed Salah,a,OpenPlay,2017,RightFoot,Swansea,Liverpool,1,0,2018-01-22 20:00:00,Adam Lallana,Pass
72,MissedShots,0.963000031,0.297000008,0.327746004,Mohamed Salah,a,OpenPlay,2017,LeftFoot,Huddersfield,Liverpool,0,3,2018-01-30 20:00:00,,None
76,BlockedShot,0.805,0.45,0.0714764,Mohamed Salah,a,OpenPlay,2017,LeftFoot,Huddersfield,Liverpool,0,3,2018-01-30 20:00:00,Emre Can,TakeOn
77,Goal,0.885,0.5,0.761169016,Mohamed Salah,a,Penalty,2017,LeftFoot,Huddersfield,Liverpool,0,3,2018-01-30 20:00:00,,Standard
2,Goal,0.903000031,0.544000015,0.405027002,Mohamed Salah,h,OpenPlay,2017,LeftFoot,Liverpool,Tottenham,2,2,2018-02-04 16:30:00,,TakeOn
17,MissedShots,0.895,0.532000008,0.0956126,Mohamed Salah,h,FromCorner,2017,LeftFoot,Liverpool,Tottenham,2,2,2018-02-04 16:30:00,,None
70,BlockedShot,0.791999969,0.532000008,0.054788399,Mohamed Salah,h,OpenPlay,2017,LeftFoot,Liverpool,Tottenham,2,2,2018-02-04 16:30:00,Alex Oxlade-Chamberlain,LayOff
90,Goal,0.965999985,0.397999992,0.390502006,Mohamed Salah,h,OpenPlay,2017,LeftFoot,Liverpool,Tottenham,2,2,2018-02-04 16:30:00,,None
41,Goal,0.865,0.507000008,0.384288013,Mohamed Salah,a,OpenPlay,2017,LeftFoot,Southampton,Liverpool,0,2,2018-02-11 16:30:00,Roberto Firmino,Throughball
49,MissedShots,0.858000031,0.482000008,0.076356098,Mohamed Salah,a,OpenPlay,2017,LeftFoot,Southampton,Liverpool,0,2,2018-02-11 16:30:00,Sadio Man√,Rebound
70,MissedShots,0.909000015,0.382999992,0.364591986,Mohamed Salah,a,OpenPlay,2017,LeftFoot,Southampton,Liverpool,0,2,2018-02-11 16:30:00,,Rebound
2,SavedShot,0.865999985,0.622999992,0.071882397,Mohamed Salah,h,OpenPlay,2017,LeftFoot,Liverpool,West Ham,4,1,2018-02-24 15:00:00,Roberto Firmino,Pass
31,MissedShots,0.970999985,0.412999992,0.291433007,Mohamed Salah,h,OpenPlay,2017,Head,Liverpool,West Ham,4,1,2018-02-24 15:00:00,Andrew Robertson,Cross
45,BlockedShot,0.793000031,0.678000031,0.069828503,Mohamed Salah,h,DirectFreekick,2017,LeftFoot,Liverpool,West Ham,4,1,2018-02-24 15:00:00,,Standard
50,Goal,0.905,0.597999992,0.128774002,Mohamed Salah,h,OpenPlay,2017,LeftFoot,Liverpool,West Ham,4,1,2018-02-24 15:00:00,Alex Oxlade-Chamberlain,Pass
60,SavedShot,0.898000031,0.430999985,0.136300996,Mohamed Salah,h,OpenPlay,2017,LeftFoot,Liverpool,West Ham,4,1,2018-02-24 15:00:00,Alex Oxlade-Chamberlain,Pass
11,BlockedShot,0.85,0.457000008,0.063580498,Mohamed Salah,h,OpenPlay,2017,LeftFoot,Liverpool,Newcastle United,2,0,2018-03-03 17:30:00,Roberto Firmino,HeadPass
15,MissedShots,0.920999985,0.759000015,0.034549799,Mohamed Salah,h,OpenPlay,2017,LeftFoot,Liverpool,Newcastle United,2,0,2018-03-03 17:30:00,Emre Can,Chipped
27,BlockedShot,0.850999985,0.445999985,0.092812702,Mohamed Salah,h,OpenPlay,2017,RightFoot,Liverpool,Newcastle United,2,0,2018-03-03 17:30:00,Roberto Firmino,Pass
39,Goal,0.901999969,0.415,0.376013011,Mohamed Salah,h,OpenPlay,2017,LeftFoot,Liverpool,Newcastle United,2,0,2018-03-03 17:30:00,Alex Oxlade-Chamberlain,Pass
51,BlockedShot,0.849000015,0.577999992,0.091669403,Mohamed Salah,h,OpenPlay,2017,LeftFoot,Liverpool,Newcastle United,2,0,2018-03-03 17:30:00,Andrew Robertson,Pass
95,MissedShots,0.883000031,0.427000008,0.0758802,Mohamed Salah,a,FromCorner,2017,LeftFoot,Manchester United,Liverpool,2,1,2018-03-10 12:30:00,,None
3,Goal,0.930999985,0.36,0.184970006,Mohamed Salah,h,OpenPlay,2017,RightFoot,Liverpool,Watford,5,0,2018-03-17 17:30:00,Sadio Man√,TakeOn
42,Goal,0.961999969,0.47,0.625950992,Mohamed Salah,h,OpenPlay,2017,RightFoot,Liverpool,Watford,5,0,2018-03-17 17:30:00,Andrew Robertson,Cross
76,Goal,0.904000015,0.44,0.139383003,Mohamed Salah,h,OpenPlay,2017,LeftFoot,Liverpool,Watford,5,0,2018-03-17 17:30:00,Sadio Man√,TakeOn
84,Goal,0.933000031,0.487000008,0.153708994,Mohamed Salah,h,OpenPlay,2017,LeftFoot,Liverpool,Watford,5,0,2018-03-17 17:30:00,,Rebound
27,SavedShot,0.885,0.332000008,0.0538036,Mohamed Salah,a,OpenPlay,2017,LeftFoot,Crystal Palace,Liverpool,1,2,2018-03-31 12:30:00,Trent Alexander-Arnold,Pass
40,SavedShot,0.816999969,0.261000004,0.023464801,Mohamed Salah,a,OpenPlay,2017,LeftFoot,Crystal Palace,Liverpool,1,2,2018-03-31 12:30:00,Trent Alexander-Arnold,Pass
50,MissedShots,0.858000031,0.359000015,0.051424399,Mohamed Salah,a,OpenPlay,2017,LeftFoot,Crystal Palace,Liverpool,1,2,2018-03-31 12:30:00,James Milner,HeadPass
83,Goal,0.93,0.46,0.527895987,Mohamed Salah,a,OpenPlay,2017,RightFoot,Crystal Palace,Liverpool,1,2,2018-03-31 12:30:00,Andrew Robertson,Pass
2,MissedShots,0.933000031,0.479000015,0.450480998,Mohamed Salah,h,OpenPlay,2017,LeftFoot,Liverpool,Bournemouth,3,0,2018-04-14 16:30:00,Trent Alexander-Arnold,Cross
17,SavedShot,0.810999985,0.434000015,0.057236899,Mohamed Salah,h,OpenPlay,2017,LeftFoot,Liverpool,Bournemouth,3,0,2018-04-14 16:30:00,Trent Alexander-Arnold,Pass
25,MissedShots,0.809000015,0.502999992,0.066581301,Mohamed Salah,h,OpenPlay,2017,LeftFoot,Liverpool,Bournemouth,3,0,2018-04-14 16:30:00,,BallRecovery
61,SavedShot,0.81,0.51,0.070447303,Mohamed Salah,h,OpenPlay,2017,LeftFoot,Liverpool,Bournemouth,3,0,2018-04-14 16:30:00,Trent Alexander-Arnold,Pass
63,BlockedShot,0.825999985,0.377000008,0.063561,Mohamed Salah,h,OpenPlay,2017,LeftFoot,Liverpool,Bournemouth,3,0,2018-04-14 16:30:00,Roberto Firmino,Pass
68,Goal,0.920999985,0.472999992,0.092575498,Mohamed Salah,h,OpenPlay,2017,Head,Liverpool,Bournemouth,3,0,2018-04-14 16:30:00,Trent Alexander-Arnold,Chipped
10,BlockedShot,0.923000031,0.325999985,0.075825602,Mohamed Salah,a,OpenPlay,2017,LeftFoot,West Bromwich Albion,Liverpool,2,2,2018-04-21 00:00:00,Joseph Gomez,TakeOn
25,MissedShots,0.74,0.374000015,0.049115401,Mohamed Salah,a,DirectFreekick,2017,LeftFoot,West Bromwich Albion,Liverpool,2,2,2018-04-21 00:00:00,,Standard
62,BlockedShot,0.809000015,0.53,0.066719897,Mohamed Salah,a,OpenPlay,2017,LeftFoot,West Bromwich Albion,Liverpool,2,2,2018-04-21 00:00:00,James Milner,Pass
71,Goal,0.9,0.605999985,0.356954008,Mohamed Salah,a,OpenPlay,2017,LeftFoot,West Bromwich Albion,Liverpool,2,2,2018-04-21 00:00:00,Alex Oxlade-Chamberlain,Pass
5,MissedShots,0.89,0.442999992,0.564639986,Mohamed Salah,h,OpenPlay,2017,LeftFoot,Liverpool,Stoke,0,0,2018-04-28 11:30:00,Jordan Henderson,Throughball
10,BlockedShot,0.895,0.322000008,0.056028198,Mohamed Salah,h,OpenPlay,2017,LeftFoot,Liverpool,Stoke,0,0,2018-04-28 11:30:00,Alberto Moreno,Pass
33,MissedShots,0.81,0.24,0.0538591,Mohamed Salah,h,DirectFreekick,2017,LeftFoot,Liverpool,Stoke,0,0,2018-04-28 11:30:00,,Standard
49,MissedShots,0.849000015,0.738000031,0.0197712,Mohamed Salah,h,FromCorner,2017,LeftFoot,Liverpool,Stoke,0,0,2018-04-28 11:30:00,,None
61,BlockedShot,0.863000031,0.394000015,0.076989599,Mohamed Salah,h,OpenPlay,2017,LeftFoot,Liverpool,Stoke,0,0,2018-04-28 11:30:00,Joseph Gomez,Pass
65,BlockedShot,0.864000015,0.57,0.063648097,Mohamed Salah,h,OpenPlay,2017,LeftFoot,Liverpool,Stoke,0,0,2018-04-28 11:30:00,Alberto Moreno,Cross
88,BlockedShot,0.893000031,0.545999985,0.124925002,Mohamed Salah,h,OpenPlay,2017,LeftFoot,Liverpool,Stoke,0,0,2018-04-28 11:30:00,Alberto Moreno,Pass
45,MissedShots,0.809000015,0.505999985,0.0383095,Mohamed Salah,a,OpenPlay,2017,LeftFoot,Chelsea,Liverpool,1,0,2018-05-06 16:30:00,Roberto Firmino,Pass
25,Goal,0.890999985,0.475,0.096147202,Mohamed Salah,h,OpenPlay,2017,LeftFoot,Liverpool,Brighton,4,0,2018-05-13 15:00:00,,None
26,BlockedShot,0.880999985,0.362999992,0.081105702,Mohamed Salah,h,OpenPlay,2017,LeftFoot,Liverpool,Brighton,4,0,2018-05-13 15:00:00,,None
29,BlockedShot,0.916999969,0.430999985,0.399648994,Mohamed Salah,h,OpenPlay,2017,LeftFoot,Liverpool,Brighton,4,0,2018-05-13 15:00:00,,Rebound
29,SavedShot,0.909000015,0.424000015,0.419241011,Mohamed Salah,h,OpenPlay,2017,LeftFoot,Liverpool,Brighton,4,0,2018-05-13 15:00:00,Sadio Man√,Pass
18,Goal,0.965,0.487999992,0.773699999,Mohamed Salah,h,OpenPlay,2018,RightFoot,Liverpool,West Ham,4,0,2018-08-12 15:30:00,Andrew Robertson,Pass
35,SavedShot,0.891999969,0.484000015,0.098326601,Mohamed Salah,h,OpenPlay,2018,Head,Liverpool,West Ham,4,0,2018-08-12 15:30:00,Sadio Man√,Cross
36,SavedShot,0.956999969,0.447000008,0.636152029,Mohamed Salah,h,OpenPlay,2018,RightFoot,Liverpool,West Ham,4,0,2018-08-12 15:30:00,Roberto Firmino,Pass
64,MissedShots,0.819000015,0.515,0.041760899,Mohamed Salah,h,SetPiece,2018,LeftFoot,Liverpool,West Ham,4,0,2018-08-12 15:30:00,,Rebound
2,BlockedShot,0.879000015,0.355,0.0593822,Mohamed Salah,a,OpenPlay,2018,LeftFoot,Crystal Palace,Liverpool,0,2,2018-08-20 22:00:00,Sadio Man√,Chipped
22,MissedShots,0.859000015,0.509000015,0.324694008,Mohamed Salah,a,OpenPlay,2018,LeftFoot,Crystal Palace,Liverpool,0,2,2018-08-20 22:00:00,Naby Keita,Throughball
26,BlockedShot,0.819000015,0.559000015,0.091910198,Mohamed Salah,a,OpenPlay,2018,LeftFoot,Crystal Palace,Liverpool,0,2,2018-08-20 22:00:00,Roberto Firmino,TakeOn
59,BlockedShot,0.784000015,0.490999985,0.0151385,Mohamed Salah,a,FromCorner,2018,LeftFoot,Crystal Palace,Liverpool,0,2,2018-08-20 22:00:00,Joseph Gomez,Aerial
